protid,DEFLINE,NN1,NN2,NN3,ON1,ON2,ON3,NO1,NO2,NO3,OO1,OO2,OO3
m.26187,Proteasome assembly chaperone 1 OS=Nematostella vectensis GN=psmg1 PE=3 SV=1,0,1,0,0,0,0,2,0,0,0,1,1
m.26643,Polyamine-modulated factor 1-binding protein 1 OS=Crassostrea gigas GN=CGI_10023704 PE=4 SV=1,0,0,1,0,0,1,0,0,0,0,0,0
m.27291,Putative plasma membrane protein OS=Anopheles aquasalis PE=2 SV=1,0,0,0,0,0,0,0,0,0,2,0,0
m.28261,Semaphorin-1A OS=Drosophila melanogaster GN=Sema-1a PE=2 SV=2,1,1,0,1,0,0,0,1,0,1,0,0
m.15170,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A OS=Bos taurus GN=STT3A PE=2 SV=1,0,0,1,0,0,0,0,1,0,3,2,2
m.34465,m.34465,0,0,0,1,0,0,0,0,0,0,0,0
m.3719,Protein APCDD1 OS=Xenopus tropicalis GN=apcdd1 PE=2 SV=1,0,0,3,0,0,0,0,0,0,0,0,0
m.3859,Serine/arginine-rich splicing factor 7 OS=Homo sapiens GN=SRSF7 PE=1 SV=1,0,0,1,1,0,1,1,0,0,0,0,1
m.4805,Protein FAM114A2 OS=Homo sapiens GN=FAM114A2 PE=1 SV=4,0,0,0,0,0,0,1,0,0,0,0,0
m.15172,m.15172,3,10,2,3,6,2,6,7,2,8,9,8
m.4953,Synaptoporin OS=Homo sapiens GN=SYNPR PE=2 SV=1,0,0,0,0,0,0,0,0,0,2,1,2
m.7047,Pre-mRNA-splicing factor ISY1 homolog OS=Rattus norvegicus GN=Isy1 PE=2 SV=1,0,0,0,0,0,0,0,0,0,0,0,1
m.7223,Predicted protein OS=Nematostella vectensis GN=v1g241754 PE=4 SV=1,1,0,0,0,0,0,0,0,0,1,1,0
m.7887,Peptidyl-prolyl cis-trans isomerase FKBP14 OS=Pongo abelii GN=FKBP14 PE=2 SV=1,1,1,1,1,2,0,0,0,0,0,1,2
m.8154,Solute carrier family 22 member 21 OS=Mus musculus GN=Slc22a21 PE=2 SV=1,0,0,0,0,0,0,0,2,0,0,0,0
m.9274,Mitochondrial import inner membrane translocase subunit tim16-B OS=Xenopus laevis GN=pam16-b PE=2 SV=1,0,0,0,0,0,0,1,1,0,0,1,0
m.15175,Proteasome subunit alpha type-4 OS=Rattus norvegicus GN=Psma4 PE=1 SV=1,18,13,23,25,23,26,19,13,18,13,14,12
symbB1.EST_k37c20_48537|m.88971,symbB1.EST_k37c20_48537 g.88971  ORF symbB1.EST_k37c20_48537 g.88971 symbB1.EST_k37c20_48537 m.88971 type:3prime_partial len:131 (+) symbB1.EST_k37c20_48537:80-469(+),1,0,0,0,0,1,0,0,0,0,0,0
symbB1.EST_k37c20_34357|m.71826,symbB1.EST_k37c20_34357 g.71826  ORF symbB1.EST_k37c20_34357 g.71826 symbB1.EST_k37c20_34357 m.71826 type:5prime_partial len:522 (-) symbB1.EST_k37c20_34357:69-1634(-),0,1,0,0,0,0,0,0,0,0,0,0
symbB1.EST_k37c20_20922|m.46911,symbB1.EST_k37c20_20922 g.46911  ORF symbB1.EST_k37c20_20922 g.46911 symbB1.EST_k37c20_20922 m.46911 type:internal len:171 (-) symbB1.EST_k37c20_20922:3-512(-),1,0,1,1,0,1,0,0,0,0,0,0
symbB1.EST_k37c20_35485|m.73684,symbB1.EST_k37c20_35485 g.73684  ORF symbB1.EST_k37c20_35485 g.73684 symbB1.EST_k37c20_35485 m.73684 type:5prime_partial len:496 (+) symbB1.EST_k37c20_35485:2-1489(+),1,2,0,3,4,0,0,2,1,0,0,1
m.15185,Protein NDRG1 OS=Homo sapiens GN=NDRG1 PE=1 SV=1,16,37,23,29,32,31,31,25,26,24,21,20
m.1234,m.1234,0,0,0,0,0,0,1,0,0,0,0,0
m.14803,Kinesin-like protein KIF28P OS=Rattus norvegicus GN=Kif28p PE=2 SV=1,0,0,0,0,0,0,1,0,1,0,0,0
m.24550,Apoptotic protease-activating factor 1 OS=Danio rerio GN=apaf1 PE=2 SV=1,0,0,0,0,0,0,0,1,0,0,0,0
m.15189,Ragulator complex protein LAMTOR2 OS=Homo sapiens GN=LAMTOR2 PE=1 SV=1,1,3,0,2,5,0,2,1,0,1,2,1
m.5850,Pre-mRNA-splicing factor syf2 OS=Danio rerio GN=syf2 PE=2 SV=1,0,0,0,0,0,0,0,0,0,0,0,1
m.954,Quinone oxidoreductase-like protein 1 OS=Mus musculus GN=Cryzl1 PE=2 SV=1,0,0,0,0,3,2,0,0,0,0,0,1
m.10484,Coiled-coil domain-containing protein 124-A OS=Xenopus laevis GN=ccdc124-a PE=2 SV=1,2,1,0,0,1,0,0,0,0,1,0,1
m.152,60S acidic ribosomal protein P1 OS=Oscheius tipulae GN=rpl-21 PE=3 SV=1,39,52,35,8,74,50,20,21,24,28,28,26
m.2995,Acetyl-CoA carboxylase OS=Gallus gallus GN=ACAC PE=1 SV=1,0,0,0,1,0,0,0,0,0,0,0,0
symbB1.EST_k37c20_35331|m.73474,symbB1.EST_k37c20_35331 g.73474  ORF symbB1.EST_k37c20_35331 g.73474 symbB1.EST_k37c20_35331 m.73474 type:5prime_partial len:716 (-) symbB1.EST_k37c20_35331:2152-4299(-),0,2,1,0,0,3,1,0,1,1,0,0
m.15200,Peroxidasin OS=Xenopus tropicalis GN=pxdn PE=2 SV=1,4,5,0,6,2,0,5,12,0,16,12,8
m.12840,High affinity cationic amino acid transporter 1 OS=Homo sapiens GN=SLC7A1 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,1
m.14961,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 2, mitochondrial OS=Mus musculus GN=Chchd2 PE=2 SV=1",0,1,0,0,0,0,0,0,0,0,0,0
m.15842,Solute carrier family 23 member 1 OS=Mus musculus GN=Slc23a1 PE=1 SV=2,0,0,0,0,0,0,0,0,0,0,1,0
m.15205,"Signal peptide, CUB and EGF-like domain-containing protein 2 OS=Homo sapiens GN=SCUBE2 PE=2 SV=2",3,5,1,5,1,0,2,1,0,1,0,1
m.17283,Unconventional myosin-Ic OS=Gallus gallus GN=MYO1C PE=2 SV=1,0,0,0,0,0,1,0,0,0,0,1,0
m.18376,Collagen alpha-4(VI) chain OS=Mus musculus GN=Col6a4 PE=1 SV=2,0,0,0,0,0,0,0,0,0,2,0,1
m.1839,m.1839,6,4,8,6,4,5,0,4,0,0,0,0
m.19608,m.19608,0,0,0,0,1,0,0,0,0,0,0,1
m.20078,"Choline dehydrogenase, mitochondrial OS=Rattus norvegicus GN=Chdh PE=1 SV=1",0,0,0,0,0,0,0,0,1,0,0,0
m.21622,Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3,1,0,0,0,0,0,0,0,0,0,0,0
m.2223,"Selenide, water dikinase OS=Drosophila melanogaster GN=SelD PE=1 SV=1",7,2,0,0,3,1,0,0,1,0,0,0
m.23733,Nucleolar protein 58 OS=Homo sapiens GN=NOP58 PE=1 SV=1,1,0,0,0,1,3,2,0,1,1,3,1
m.15220,Catalase OS=Drosophila melanogaster GN=Cat PE=1 SV=2,1,13,0,7,8,1,2,5,1,12,17,11
m.24130,Acyl-coenzyme A oxidase OS=Nematostella vectensis GN=v1g86003 PE=3 SV=1,0,0,0,3,0,3,1,1,0,2,3,0
m.3119,Predicted protein OS=Nematostella vectensis GN=v1g242477 PE=4 SV=1,0,0,0,0,0,0,0,0,0,1,2,0
m.31844,A disintegrin and metalloproteinase with thrombospondin motifs 18 OS=Mus musculus GN=Adamts18 PE=2 SV=2,0,0,0,2,0,0,0,2,0,0,0,0
m.15240,Deleted in malignant brain tumors 1 protein OS=Sus scrofa GN=DMBT1 PE=2 SV=1,5,3,0,0,3,0,0,0,0,1,2,0
m.37559,Tudor domain-containing protein 3 OS=Xenopus tropicalis GN=tdrd3 PE=2 SV=2,0,0,0,0,0,0,1,0,0,0,0,0
m.37938,Ankyrin repeat domain-containing protein 54 OS=Rattus norvegicus GN=Ankrd54 PE=2 SV=1,0,0,1,0,0,0,3,3,0,4,1,1
m.15241,"Acyl-coenzyme A oxidase 3, peroxisomal OS=Arabidopsis thaliana GN=ACX3 PE=1 SV=1",24,17,15,24,20,13,9,15,22,16,20,17
m.5833,Collagen alpha-1(XXIV) chain OS=Homo sapiens GN=COL24A1 PE=2 SV=2,3,7,7,8,2,3,6,3,2,1,2,1
m.5962,Amidophosphoribosyltransferase OS=Rattus norvegicus GN=Ppat PE=1 SV=1,0,0,0,0,0,0,0,0,0,1,0,0
symbB1.EST_k37c20_1911|m.4555,symbB1.EST_k37c20_1911 g.4555  ORF symbB1.EST_k37c20_1911 g.4555 symbB1.EST_k37c20_1911 m.4555 type:complete len:110 (-) symbB1.EST_k37c20_1911:160-489(-),2,0,1,1,1,1,2,0,2,1,2,2
symbB1.EST_k37c20_2935|m.6933,symbB1.EST_k37c20_2935 g.6933  ORF symbB1.EST_k37c20_2935 g.6933 symbB1.EST_k37c20_2935 m.6933 type:5prime_partial len:102 (-) symbB1.EST_k37c20_2935:1336-1641(-),0,0,6,2,0,1,3,1,0,0,0,1
m.15244,Zinc finger protein 207 OS=Homo sapiens GN=ZNF207 PE=1 SV=1,3,0,2,1,0,1,2,0,0,1,1,2
m.4244,Pre-mRNA-processing factor 6 OS=Mus musculus GN=Prpf6 PE=2 SV=1,0,0,1,0,0,0,0,0,0,0,0,0
m.10292,"Acylglycerol kinase, mitochondrial OS=Homo sapiens GN=AGK PE=1 SV=2",0,0,0,0,0,0,0,0,1,1,2,0
m.29778,LWamide neuropeptides OS=Anthopleura elegantissima PE=1 SV=1,0,0,0,0,1,2,0,1,0,2,0,0
m.37430,m.37430,0,0,1,1,1,3,0,0,0,1,0,0
m.842,Eukaryotic translation initiation factor 4E type 2 OS=Homo sapiens GN=EIF4E2 PE=1 SV=1,0,0,0,0,0,0,0,1,0,0,0,0
m.15247,Reticulon-3-A OS=Xenopus laevis GN=rtn3-a PE=2 SV=2,4,4,4,3,5,2,5,5,2,8,10,10
symbB1.EST_k37c20_2825|m.6658,symbB1.EST_k37c20_2825 g.6658  ORF symbB1.EST_k37c20_2825 g.6658 symbB1.EST_k37c20_2825 m.6658 type:5prime_partial len:896 (-) symbB1.EST_k37c20_2825:6-2693(-),0,0,0,0,0,1,0,0,0,0,0,0
m.13551,Predicted protein OS=Nematostella vectensis GN=v1g243976 PE=4 SV=1,0,0,0,0,0,0,0,0,0,1,0,0
m.15082,"Peroxisomal 2,4-dienoyl-CoA reductase OS=Danio rerio GN=decr2 PE=2 SV=1",0,0,0,0,0,0,1,0,0,1,2,3
m.15259,Epidermal retinol dehydrogenase 2 OS=Homo sapiens GN=SDR16C5 PE=2 SV=2,0,0,1,0,0,0,0,0,0,1,1,0
m.15571,Exosome complex component RRP43 OS=Homo sapiens GN=EXOSC8 PE=1 SV=1,0,1,0,0,0,0,2,0,0,3,2,2
m.1931,Nudix hydrolase 8 OS=Arabidopsis thaliana GN=NUDT8 PE=2 SV=2,0,0,1,0,0,0,0,0,0,0,0,0
m.27245,Putative leucine-rich repeat-containing protein DDB_G0290503 OS=Dictyostelium discoideum GN=DDB_G0290503 PE=4 SV=1,0,0,0,0,0,0,1,1,0,0,0,0
m.27391,Peroxisomal acyl-coenzyme A oxidase 1 OS=Rattus norvegicus GN=Acox1 PE=1 SV=1,0,0,0,1,0,0,0,1,1,0,0,0
m.10496,Alcohol dehydrogenase [NADP(+)] OS=Pongo abelii GN=AKR1A1 PE=2 SV=1,50,35,71,63,30,67,44,30,24,36,36,36
m.1527,Adenylyl cyclase-associated protein 1 OS=Macaca fascicularis GN=CAP1 PE=2 SV=3,19,25,16,35,24,30,32,16,29,26,23,27
m.31925,A disintegrin and metalloproteinase with thrombospondin motifs 7 OS=Homo sapiens GN=ADAMTS7 PE=1 SV=2,0,1,2,1,0,1,0,0,0,0,0,0
m.36782,m.36782,5,0,2,4,0,2,0,0,0,0,0,0
m.37027,Uncharacterized protein OS=Lottia gigantea GN=LOTGIDRAFT_233315 PE=4 SV=1,0,0,0,0,0,0,0,1,0,0,0,0
m.15279,Protein IWS1 homolog OS=Rattus norvegicus GN=Iws1 PE=2 SV=1,1,3,3,3,2,2,0,0,1,3,2,1
m.6342,Krueppel-like factor 3 OS=Mus musculus GN=Klf3 PE=1 SV=1,0,1,0,0,0,0,1,0,0,1,0,1
m.7119,Mitotic spindle-associated MMXD complex subunit MIP18 OS=Homo sapiens GN=FAM96B PE=1 SV=1,0,0,0,0,0,0,0,0,1,0,0,0
symbB1.EST_k37c20_56696|m.95177,symbB1.EST_k37c20_56696 g.95177  ORF symbB1.EST_k37c20_56696 g.95177 symbB1.EST_k37c20_56696 m.95177 type:5prime_partial len:333 (+) symbB1.EST_k37c20_56696:3-1001(+),0,3,2,5,3,1,4,0,1,3,2,2
m.3948,Neurobeachin OS=Homo sapiens GN=NBEA PE=1 SV=3,0,0,0,0,0,0,1,0,0,0,0,0
m.15280,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_129574 PE=4 SV=1,15,7,1,13,5,4,3,4,0,4,3,4
m.21059,Proprotein convertase subtilisin/kexin type 5 OS=Rattus norvegicus GN=Pcsk5 PE=2 SV=3,0,0,0,0,0,0,0,0,0,0,0,1
m.29182,Transcription initiation factor TFIID subunit 6 OS=Homo sapiens GN=TAF6 PE=1 SV=1,0,0,0,0,0,0,0,0,0,1,0,0
symbB1.EST_k37c20_17891|m.40681,symbB1.EST_k37c20_17891 g.40681  ORF symbB1.EST_k37c20_17891 g.40681 symbB1.EST_k37c20_17891 m.40681 type:complete len:259 (-) symbB1.EST_k37c20_17891:119-895(-),0,1,1,0,1,1,0,0,0,0,0,0
m.8265,m.8265,0,0,1,0,0,0,1,0,0,2,1,0
m.15288,RUN and FYVE domain-containing protein 2 OS=Homo sapiens GN=RUFY2 PE=1 SV=2,0,0,0,1,1,0,0,0,0,0,0,0
m.10303,"DNA-directed RNA polymerase, mitochondrial OS=Mus musculus GN=Polrmt PE=2 SV=1",0,1,0,1,0,0,0,1,0,0,0,0
m.1204,Protein BolA OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) GN=bolA PE=3 SV=1,0,0,0,0,0,0,1,0,0,0,0,0
m.12533,chondroitinase [Bacteroides finegoldii CAG:203],0,0,0,0,0,0,0,0,0,2,0,0
m.153,Leucine-rich repeat flightless-interacting protein 2 OS=Xenopus tropicalis GN=lrrfip2 PE=2 SV=1,3,6,4,2,7,6,3,3,4,5,6,7
m.13034,"RNA-binding motif, single-stranded-interacting protein 3 OS=Mus musculus GN=Rbms3 PE=2 SV=2",1,0,0,0,0,0,0,0,0,0,0,0
m.15796,m.15796,0,0,0,0,0,0,0,1,0,2,3,1
m.26932,Peptidase M20 domain-containing protein 2 OS=Mus musculus GN=Pm20d2 PE=2 SV=1,0,0,1,0,0,0,0,0,0,0,0,0
m.1530,Serotransferrin OS=Paralichthys olivaceus GN=tf PE=2 SV=1,6,49,7,12,46,22,67,51,45,54,64,64
m.9884,"NAD-dependent protein deacylase sirtuin-5, mitochondrial OS=Canis familiaris GN=SIRT5 PE=3 SV=1",0,0,1,0,0,0,0,0,0,0,0,0
symbB1.EST_k37c20_13984|m.32033,symbB1.EST_k37c20_13984 g.32033  ORF symbB1.EST_k37c20_13984 g.32033 symbB1.EST_k37c20_13984 m.32033 type:complete len:488 (-) symbB1.EST_k37c20_13984:43-1506(-),0,0,0,4,0,0,0,3,0,0,0,0
symbB1.EST_k37c20_3016|m.7153,symbB1.EST_k37c20_3016 g.7153  ORF symbB1.EST_k37c20_3016 g.7153 symbB1.EST_k37c20_3016 m.7153 type:5prime_partial len:218 (-) symbB1.EST_k37c20_3016:33-686(-),0,0,1,1,0,0,0,0,1,0,0,0
m.15306,Integrin alpha-6 OS=Homo sapiens GN=ITGA6 PE=1 SV=5,0,1,0,3,0,0,1,1,1,4,2,3
m.13231,Sodium/calcium exchanger 1 OS=Rattus norvegicus GN=Slc8a1 PE=2 SV=3,0,0,0,0,1,0,0,0,0,0,0,0
m.15629,m.15629,0,0,2,0,0,0,0,0,0,0,0,0
m.29555,m.29555,1,5,4,3,2,4,1,0,3,1,0,0
symbB1.EST_k37c20_47841|m.88117,symbB1.EST_k37c20_47841 g.88117  ORF symbB1.EST_k37c20_47841 g.88117 symbB1.EST_k37c20_47841 m.88117 type:5prime_partial len:513 (-) symbB1.EST_k37c20_47841:178-1716(-),0,0,0,0,0,0,1,0,0,0,0,0
m.15316,m.15316,0,0,0,0,0,0,0,0,0,1,0,0
m.34818,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_121360 PE=4 SV=1,0,2,0,0,1,0,0,0,0,0,0,0
m.25335,Uncharacterized protein C1orf198 homolog OS=Danio rerio GN=wu:fa18f11 PE=2 SV=2,1,0,0,0,0,0,0,0,0,0,0,0
m.11404,Thioredoxin domain-containing protein 3 homolog OS=Ciona intestinalis GN=CiIC3 PE=2 SV=1,0,0,0,0,0,0,0,0,2,0,0,0
m.15323,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial OS=Mus musculus GN=Dlat PE=1 SV=2",32,34,24,32,31,28,30,25,32,29,31,30
m.18203,m.18203,0,0,0,0,0,1,0,0,0,0,0,0
m.186,Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g224948 PE=4 SV=1,0,0,1,0,0,0,0,0,0,0,0,0
m.25798,Predicted protein OS=Nematostella vectensis GN=v1g210044 PE=4 SV=1,0,0,0,1,0,0,0,0,0,0,0,0
m.27173,m.27173,0,0,0,1,0,0,0,0,0,0,0,0
m.30168,Transcription initiation factor TFIID subunit 4 OS=Homo sapiens GN=TAF4 PE=1 SV=2,0,0,0,0,0,0,0,1,0,0,0,0
m.10498,m.10498,0,1,0,0,0,0,0,0,0,0,0,0
m.15331,Peptidyl-prolyl cis-trans isomerase B OS=Gallus gallus GN=PPIB PE=2 SV=1,30,55,59,64,54,53,26,45,15,25,23,19
m.33516,m.33516,0,1,1,1,0,0,1,1,0,1,0,0
m.34626,Photosystem II CP43 chlorophyll apoprotein OS=Odontella sinensis GN=psbC PE=3 SV=1,0,0,0,0,0,0,1,0,0,1,3,1
symbB1.EST_k37c20_12825|m.29527,symbB1.EST_k37c20_12825 g.29527  ORF symbB1.EST_k37c20_12825 g.29527 symbB1.EST_k37c20_12825 m.29527 type:complete len:152 (+) symbB1.EST_k37c20_12825:396-851(+),0,1,0,0,0,1,0,0,0,0,0,0
symbB1.EST_k37c20_4961|m.11850,symbB1.EST_k37c20_4961 g.11850  ORF symbB1.EST_k37c20_4961 g.11850 symbB1.EST_k37c20_4961 m.11850 type:5prime_partial len:169 (-) symbB1.EST_k37c20_4961:252-758(-),1,0,0,0,0,0,0,0,0,1,0,0
m.15370,Beta gamma crystallin isoform 10 (Fragment) OS=Montipora capitata PE=2 SV=1,113,76,30,88,45,45,29,22,33,72,70,66
m.13354,m.13354,0,0,2,1,1,2,0,0,0,3,2,3
m.2811,Anoctamin-10 OS=Mus musculus GN=Ano10 PE=2 SV=1,0,0,0,0,0,0,0,0,0,1,0,0
m.15377,Glucose-6-phosphate isomerase OS=Sus scrofa GN=GPI PE=1 SV=3,101,64,73,75,65,71,69,51,63,67,73,67
m.23115,Molybdopterin synthase catalytic subunit OS=Bos taurus GN=MOCS2 PE=2 SV=2,0,1,1,1,0,0,2,0,0,0,0,0
m.6498,Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g196670 PE=4 SV=1,0,0,0,1,0,0,0,0,0,1,1,1
m.15388,Acyl-CoA dehydrogenase family member 11 OS=Pongo abelii GN=ACAD11 PE=2 SV=2,0,0,5,2,1,0,2,1,0,2,1,1
m.21616,Fat-like cadherin-related tumor suppressor homolog OS=Drosophila melanogaster GN=kug PE=2 SV=2,0,0,0,0,2,0,0,0,0,0,0,0
m.31778,m.31778,0,1,0,0,0,0,0,0,0,0,0,0
m.34670,Phosphatase and actin regulator 1 OS=Gallus gallus GN=PHACTR1 PE=2 SV=1,0,0,0,2,0,0,0,0,0,1,3,0
m.15390,Predicted protein OS=Nematostella vectensis GN=v1g245862 PE=4 SV=1,0,0,0,0,0,0,0,1,0,0,0,0
m.8863,Monoglyceride lipase OS=Rattus norvegicus GN=Mgll PE=1 SV=1,0,1,0,0,1,0,0,0,0,0,0,0
m.12265,m.12265,0,0,1,0,0,0,0,0,0,0,0,0
m.12573,m.12573,0,0,0,0,0,0,0,0,1,1,0,0
m.15400,Histone-binding protein RBBP7 OS=Danio rerio GN=rbbp7 PE=2 SV=1,14,26,19,13,18,20,14,9,6,16,11,11
symbB1.EST_k37c20_26905|m.58739,symbB1.EST_k37c20_26905 g.58739  ORF symbB1.EST_k37c20_26905 g.58739 symbB1.EST_k37c20_26905 m.58739 type:5prime_partial len:283 (-) symbB1.EST_k37c20_26905:88-936(-),0,1,3,0,2,2,0,0,0,2,2,1
m.15401,COMM domain-containing protein 4 OS=Mus musculus GN=Commd4 PE=2 SV=1,0,0,1,0,0,0,0,0,1,0,0,0
symbB1.EST_k37c20_32814|m.69243,symbB1.EST_k37c20_32814 g.69243  ORF symbB1.EST_k37c20_32814 g.69243 symbB1.EST_k37c20_32814 m.69243 type:complete len:328 (-) symbB1.EST_k37c20_32814:19-1002(-),0,0,0,0,0,0,1,0,2,0,0,0
m.2001,EF-hand domain-containing family member C2 OS=Danio rerio GN=efhc2 PE=2 SV=2,0,0,0,0,0,0,0,1,0,0,0,0
m.1573,UBA-like domain-containing protein 2-A OS=Xenopus laevis GN=ubald2-a PE=2 SV=1,1,1,1,0,0,0,0,0,1,0,0,0
m.17700,Pleiotropic regulator 1 OS=Mus musculus GN=Plrg1 PE=2 SV=1,0,0,1,0,1,1,0,0,0,0,0,0
m.29003,Mitogen-activated protein kinase kinase kinase 3 OS=Mus musculus GN=Map3k3 PE=1 SV=1,5,0,0,4,0,0,0,0,0,0,0,0
m.15409,Eukaryotic translation initiation factor 4H OS=Mus musculus GN=Eif4h PE=1 SV=3,0,0,0,0,0,1,0,1,0,4,1,2
m.32269,Uncharacterized protein (Fragment) OS=Takifugu rubripes GN=LOC101076203 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0,1
m.37594,m.37594,2,2,0,0,0,1,0,0,0,1,2,0
m.38570,RING-box protein 1 OS=Salmo salar GN=rbx1 PE=2 SV=2,3,1,3,4,2,1,3,3,0,2,2,3
m.3917,Probable serine/threonine-protein kinase PkwA OS=Thermomonospora curvata GN=pkwA PE=3 SV=1,0,0,0,0,0,0,0,0,0,1,0,0
m.4088,m.4088,0,1,0,0,0,0,2,1,0,0,1,1
m.5908,CD63 antigen OS=Rattus norvegicus GN=Cd63 PE=1 SV=2,1,1,1,1,1,0,0,1,1,0,0,0
m.8167,T-lymphoma invasion and metastasis-inducing protein 2 OS=Mus musculus GN=Tiam2 PE=1 SV=2,0,0,0,0,0,0,0,2,0,3,3,3
m.15418,Predicted protein OS=Monosiga brevicollis GN=29577 PE=4 SV=1,0,0,0,2,0,3,1,5,0,10,5,6
symbB1.EST_k37c20_14930|m.34125,symbB1.EST_k37c20_14930 g.34125  ORF symbB1.EST_k37c20_14930 g.34125 symbB1.EST_k37c20_14930 m.34125 type:internal len:440 (+) symbB1.EST_k37c20_14930:1-1317(+),0,0,1,0,0,0,0,0,0,0,0,0
symbB1.EST_k37c20_14212|m.32498,symbB1.EST_k37c20_14212 g.32498  ORF symbB1.EST_k37c20_14212 g.32498 symbB1.EST_k37c20_14212 m.32498 type:complete len:1232 (-) symbB1.EST_k37c20_14212:283-3978(-),0,1,0,0,0,0,0,0,0,0,0,0
m.14684,Multidrug resistance-associated protein 7 OS=Mus musculus GN=Abcc10 PE=2 SV=1,0,0,0,0,0,0,2,1,1,0,0,0
m.15419,Ragulator complex protein LAMTOR3-A OS=Xenopus laevis GN=lamtor3-a PE=2 SV=1,0,0,0,0,0,0,0,1,0,0,0,0
m.133,m.133,1,2,0,0,0,0,0,0,0,0,0,0
symbB1.EST_k37c20_20693|m.46444,symbB1.EST_k37c20_20693 g.46444  ORF symbB1.EST_k37c20_20693 g.46444 symbB1.EST_k37c20_20693 m.46444 type:complete len:186 (-) symbB1.EST_k37c20_20693:132-689(-),2,0,0,0,0,0,0,0,0,0,0,0
symbB1.EST_k37c20_37403|m.76597,symbB1.EST_k37c20_37403 g.76597  ORF symbB1.EST_k37c20_37403 g.76597 symbB1.EST_k37c20_37403 m.76597 type:3prime_partial len:648 (-) symbB1.EST_k37c20_37403:1-1941(-),0,0,0,0,0,0,8,0,0,10,11,11
symbB1.EST_k37c20_32715|m.69044,symbB1.EST_k37c20_32715 g.69044  ORF symbB1.EST_k37c20_32715 g.69044 symbB1.EST_k37c20_32715 m.69044 type:5prime_partial len:682 (+) symbB1.EST_k37c20_32715:2-2047(+),1,0,1,0,0,0,0,0,1,0,0,0
m.10499,"Methylglutaconyl-CoA hydratase, mitochondrial OS=Homo sapiens GN=AUH PE=1 SV=1",0,1,0,3,2,0,0,0,3,1,0,0
m.15422,Tubby-related protein 3 OS=Mus musculus GN=Tulp3 PE=1 SV=1,0,2,0,0,0,1,0,1,0,2,0,0
m.11048,Collagen alpha-1(XIV) chain OS=Gallus gallus GN=COL14A1 PE=1 SV=2,0,1,0,0,0,0,0,0,0,0,0,0
m.16618,Predicted protein OS=Nematostella vectensis GN=v1g245366 PE=4 SV=1,0,0,0,1,0,0,0,0,0,0,0,0
m.23871,Uncharacterized protein OS=Ascaris suum GN=ASU_09704 PE=4 SV=1,2,2,1,2,0,0,1,0,0,0,0,0
m.27456,Sorting nexin-33 OS=Homo sapiens GN=SNX33 PE=1 SV=1,0,0,0,0,0,1,0,0,0,1,0,0
m.37865,Trafficking protein particle complex subunit 13 OS=Xenopus tropicalis GN=trappc13 PE=2 SV=1,0,0,1,1,0,0,0,0,0,1,0,0
m.6540,Low-density lipoprotein receptor-related protein 4 OS=Homo sapiens GN=LRP4 PE=1 SV=4,0,0,0,0,0,0,0,0,1,0,0,0
m.15426,Optineurin OS=Danio rerio GN=optn PE=2 SV=2,1,5,6,4,5,6,10,8,2,12,11,11
symbB1.EST_k37c20_16726|m.38126,symbB1.EST_k37c20_16726 g.38126  ORF symbB1.EST_k37c20_16726 g.38126 symbB1.EST_k37c20_16726 m.38126 type:5prime_partial len:211 (-) symbB1.EST_k37c20_16726:95-727(-),0,0,0,0,1,0,0,0,0,0,0,0
m.9591,Calcium homeostasis endoplasmic reticulum protein OS=Mus musculus GN=Cherp PE=1 SV=1,0,0,0,0,0,0,0,0,1,0,0,0
m.30333,Stabilin-2 OS=Homo sapiens GN=STAB2 PE=1 SV=3,0,0,0,0,0,0,0,1,0,0,0,0
m.1380,DNA-directed RNA polymerase II subunit RPB1 OS=Drosophila melanogaster GN=RpII215 PE=3 SV=4,0,0,0,0,0,1,0,0,0,0,0,0
m.25951,"Trimethyllysine dioxygenase, mitochondrial OS=Rattus norvegicus GN=Tmlhe PE=1 SV=2",0,0,0,4,0,1,0,0,0,0,0,0
m.13570,Trinucleotide repeat-containing gene 6A protein OS=Mus musculus GN=Tnrc6a PE=2 SV=1,0,0,1,0,0,0,0,0,0,0,0,0
m.20767,Chymotrypsinogen A OS=Bos taurus PE=1 SV=1,0,0,0,0,0,0,1,0,0,0,0,0
m.12481,Ephrin type-A receptor 4 OS=Gallus gallus GN=EPHA4 PE=1 SV=2,0,0,0,0,0,0,0,0,0,1,0,0
m.14336,Splicing factor 3B subunit 1 OS=Xenopus laevis GN=sf3b1 PE=2 SV=1,3,0,6,1,1,4,0,2,0,4,3,3
m.14747,m.14747,2,4,4,2,2,5,0,3,0,0,0,0
